id,season,city,date,team1,team2,toss_winner,toss_decision,dl_applied,winner,win_by_runs,win_by_wickets,toss_decision1
573,2015,5,2015-05-19,1,8,1,1,0,1,25,0,1
574,2015,1,2015-05-20,4,9,4,1,0,4,71,0,1
575,2015,27,2015-05-22,4,8,8,0,0,8,0,3,0
576,2015,6,2015-05-24,1,8,8,0,0,1,41,0,0
577,2016,5,2016-09-04,1,13,1,1,0,13,0,9,1
578,2016,6,2016-10-04,6,5,5,0,0,5,0,9,0
579,2016,8,2016-11-04,7,2,2,0,0,2,0,5,0
580,2016,4,2016-12-04,4,0,0,0,0,4,45,0,0
581,2016,6,2016-04-13,5,1,1,0,0,1,0,6,0
582,2016,2,2016-04-14,13,2,13,1,0,2,0,7,1
583,2016,7,2016-04-15,7,6,6,0,0,6,0,8,0
584,2016,0,2016-04-16,0,5,0,1,0,5,0,8,1
585,2016,5,2016-04-16,1,2,2,0,0,2,0,3,0
586,2016,8,2016-04-17,13,7,13,1,0,7,0,6,1
587,2016,4,2016-04-17,4,6,6,0,0,6,0,7,0
588,2016,0,2016-04-18,1,0,0,0,0,0,0,7,0
589,2016,8,2016-04-19,7,5,5,0,0,5,0,6,0
590,2016,5,2016-04-20,4,1,1,0,0,1,0,6,0
591,2016,2,2016-04-21,2,0,0,0,0,0,0,10,0
592,2016,1,2016-04-22,4,13,13,0,0,4,13,0,0
593,2016,7,2016-04-23,6,1,1,0,0,6,10,0,0
594,2016,0,2016-04-23,7,0,0,0,0,0,0,5,0
595,2016,2,2016-04-24,4,2,4,1,0,2,0,6,1
596,2016,1,2016-04-24,13,5,5,0,0,5,0,2,0
597,2016,8,2016-04-25,1,7,7,0,0,1,25,0,0
598,2016,0,2016-04-26,0,13,13,0,1,13,34,0,0
599,2016,7,2016-04-27,2,6,6,0,0,2,1,0,0
600,2016,5,2016-04-28,5,1,1,0,0,1,0,6,0
601,2016,1,2016-04-29,13,2,2,0,0,2,0,3,0
602,2016,7,2016-04-30,6,5,5,0,0,6,27,0,0
603,2016,0,2016-04-30,0,4,4,0,0,0,15,0,0
604,2016,2,2016-01-05,7,2,2,0,0,7,23,0,0
605,2016,1,2016-01-05,13,1,1,0,0,1,0,8,0
606,2016,4,2016-02-05,4,5,5,0,0,5,0,5,0
607,2016,2,2016-03-05,2,6,6,0,0,6,0,8,0
608,2016,6,2016-04-05,5,7,7,0,0,5,7,0,0
609,2016,7,2016-05-05,6,13,13,0,0,13,0,7,0
610,2016,0,2016-06-05,2,0,0,0,0,0,0,5,0
611,2016,4,2016-07-05,13,4,4,0,0,4,0,7,0
612,2016,8,2016-07-05,7,6,6,0,0,7,9,0,0
613,2016,25,2016-08-05,0,1,1,0,0,0,85,0,0
614,2016,6,2016-08-05,5,2,2,0,0,2,0,5,0
615,2016,8,2016-09-05,4,7,7,0,0,4,1,0,0
616,2016,25,2016-10-05,0,13,0,1,0,0,4,0,1
617,2016,4,2016-11-05,4,1,1,0,0,1,0,6,0
618,2016,0,2016-12-05,0,6,6,0,0,6,0,7,0
619,2016,25,2016-05-13,1,7,1,1,0,7,0,7,1
620,2016,4,2016-05-14,4,2,2,0,0,4,144,0,0
621,2016,6,2016-05-14,13,5,13,1,1,5,0,8,1
622,2016,8,2016-05-15,7,0,7,1,0,0,0,7,1
623,2016,25,2016-05-15,1,6,6,0,0,1,80,0,0
624,2016,6,2016-05-16,5,4,4,0,0,4,0,9,0
625,2016,25,2016-05-17,6,13,13,0,1,13,19,0,0
626,2016,4,2016-05-18,4,7,7,0,1,4,82,0,0
627,2016,9,2016-05-19,5,2,2,0,0,2,0,6,0
628,2016,26,2016-05-20,0,6,6,0,0,6,0,6,0
629,2016,25,2016-05-21,7,13,7,1,0,13,0,4,1
630,2016,9,2016-05-21,1,2,2,0,0,2,0,6,0
631,2016,6,2016-05-22,5,0,0,0,0,5,22,0,0
632,2016,26,2016-05-22,6,4,4,0,0,4,0,6,0
633,2016,4,2016-05-24,2,4,4,0,0,4,0,4,0
634,2016,7,2016-05-25,0,5,5,0,0,0,22,0,0
635,2016,7,2016-05-27,2,0,0,0,0,0,0,4,0
636,2016,4,2016-05-29,0,4,0,1,0,0,8,0,1
